ean,product_type_magalu,matched,n_results,product_id,domain_id,status,name,gtin_matches_source,dt,authorized_stores,buy_box_winner,catalog_product_id,date_created,enhanced_content_template_id,enhanced_content_version,family_name,grouper_id,last_updated,parent_id,permalink,presale_info,quality_type,release_info,settings_base_site_product_id,settings_content,settings_exclusive,settings_listing_strategy,settings_ttr,settings_with_enhanced_pictures,short_description_content,short_description_type,type,n_attributes,n_children_ids,n_description_pictures,n_disclaimers,n_enhanced_content_components,n_main_features,n_pdp_types,n_pickers,n_pictures,n_tags,first_picture_url,sibling_product_ids,ingested_at,attributes
7899180823010,Cama Box,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7898493790255,Pneu,TRUE,1,MLB20981211,MLB-MOTORCYCLE_TIRES,active,Pneu 400-18 Sh31 Tras Rinaldi Cross Trilha Off Road,,2026-09-15,,,MLB20981211,2023-01-04T01:30:31Z,,,Rinaldi Off Road SH 31 de 4.00-18,,2024-05-04T08:29:54Z,MLB20981192,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-16T20:40:16.400618499,FALSE,"PNEU 400-18 64M SH31 RINALDI

Pneus com destacado desempenho e durabilidade. Ótima relação custo x benefício, além de um visual agressivo e eficiente.

Aplicado em:
Honda: Xl 125 S // Xlr 125 // Nx 150 // Nx 200 // Xr 200 R
Sundown: Stx
Traxx: Fly 125
Yamaha: Dt 180 // Dt 200 // Xtz 125 // Xt 225 // Tdm 225

- Marca: Rinaldi
- Modelo: Sh31
- País de Origem: Brasil
- Aro: 18
- Capacidade: 280Kg / 130Km/h
- Altura: 66Cm
- Largura: 10,2Cm
- Comprimento: 66Cm
- Peso: 5,2Kg
- Montagem: Tube Type (TT - Uso Com Câmara)
- Aplicação: Traseiro",plaintext,catalog_product,14,0,0,0,0,3,1,5,1,0,https://http2.mlstatic.com/D_NQ_NP_955682-MLA107373773305_022026-F.jpg,"[""MLB20981211""]",2026-09-15 17:34:45.508427,"{""BRAND"":""Rinaldi"",""LINE"":""Off Road"",""MANUFACTURER_TIRE_SIZE"":""4.00-18"",""MOTORCYCLE_RIDING_STYLE"":""Esportivo"",""MOUNTING_TYPE"":""Com câmara"",""POSITION"":""Traseira"",""AUTOMOTIVE_TIRE_ASPECT_RATIO"":""400"",""LOAD_INDEX"":""64"",""MODEL"":""SH 31"",""MOTORCYCLE_TERRAIN_TYPE"":""Intermédio"",""ORIGIN"":""Brasil"",""RIM_DIAMETER"":""18 \"""",""SPEED_INDEX"":""M"",""TIRES_NUMBER"":""1""}"
7899108983796,Colchão,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7898547311108,Smartphone,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7898966337789,Ar Condicionado,TRUE,1,MLB69332723,MLB-AIR_CONDITIONERS,active,Ar Condicionado Split Hw Full Inverter Daikin 18k 220v Qf,,2026-09-15,,,MLB69332723,2026-05-08T15:23:51Z,,,Daikin FULL INVERTER RHC18T5VL rhc18t5vl,,2026-05-08T15:36:01Z,MLB69332717,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-17T03:25:32.390345228,FALSE,"Ar Condicionado Split Hi Wall Full Inverter Daikin 18.000 Btus Frio 220v R-32

Split Hi Wall Full Inverter
Silêncio, economia, conforto e conexão inteligente.
Compatível com assistente de voz Google e Alexa. Disponível para Android e IOS.

Tecnologia Japonesa
Equipamento com foco em inovação, tecnologia de ponta e qualidade.

Compressor Full Inverter: Tecnologia que controla a velocidade do compressor para otimizar o consumo de energia e evitar desperdícios.
Válvula de expansão eletrônica: Mecanismo que regula o fluxo de refrigerante no sistema, ajustando-se à demanda para eficiência energética e desempenho superior.
Motores Inverter: Ventiladores da condensadora e evaporadora com ajuste contínuo de rotação, proporcionando redução de ruído e controle preciso do fluxo de ar.

Fluido refrigerante R-32: Menor potencial de aquecimento global (GWP) e menor carga de refrigerante necessária.

Led Off: Controle de luminosidade dos leds da evaporadora para permitir ambientes escuros.

Flecha de ar de longo alcance: Tecnologia de distribuição de ar com alcance de até 16 metros, promovendo a climatização homogênea do ambiente.

Conectividade inteligente: Controle o aparelho através de smartphone, compatível com assistentes de voz Google e Alexa.",plaintext,catalog_product,22,0,0,0,0,6,1,1,8,0,https://http2.mlstatic.com/D_NQ_NP_717966-MLA110456163806_052026-F.jpg,"[""MLB69332723""]",2026-09-15 17:34:45.508427,"{""AIR_CONDITIONER_TYPE"":""Hi wall"",""BRAND"":""Daikin"",""COLOR"":""Branco"",""CONTROL_PANEL_TYPES"":""Eletrônico"",""COOLING_CAPACITY"":""18 BTU"",""LINE"":""FULL INVERTER"",""MAIN_COLOR"":""Branco"",""MANUFACTURER"":""Daikin"",""POWER_SUPPLY_TYPE"":""Energia Elétrica"",""REFRIGERANT_GAS_TYPE"":""R-32"",""WITH_DIGITAL_DISPLAY"":""Sim"",""WITH_FAN_MODE"":""Sim"",""WITH_WASHABLE_FILTER"":""Sim"",""WITH_WI_FI"":""Sim"",""AIR_CONDITIONING_TYPE"":""Frio/Quente"",""ALPHANUMERIC_MODEL"":""RHC18T5VL"",""ENERGY_EFFICIENCY_BRASIL"":""B"",""INCLUDES_REMOTE_CONTROL"":""Sim"",""INSTALLATION_PLACEMENTS"":""De parede"",""MODEL"":""RHC18T5VL"",""PACKAGING_BOXES_NUMBER"":""2"",""WITH_TIMER"":""Sim""}"
7899864956133,Notebook,TRUE,1,MLB67529336,MLB-NOTEBOOKS,active,Notebook Dell 16 Fhd+ Amd Ryzen 7 250 16gb 1tb Ssd Linux P Preto Carbono,,2026-09-15,,,MLB67529336,2026-04-02T16:10:57Z,66333dfd-4bc7-43c8-9a35-4845a08881b2,1.0,"Notebook Dell Dell 16 DC16255 DC16-R7250-U20 Dell 16 DC16255 16""",,2026-04-02T16:23:29Z,MLB67529334,,,COMPLETE,,,fixed,FALSE,open,2026-09-16T00:51:39.148157476,FALSE,,plaintext,catalog_product,21,0,0,1,1,0,1,8,7,0,https://http2.mlstatic.com/D_NQ_NP_999836-MLA109132875332_042026-F.jpg,"[""MLB67529336""]",2026-09-15 17:34:45.508427,"{""BRAND"":""Dell"",""DISK_TYPE"":""SSD"",""DISPLAY_RESOLUTION_TYPE"":""16\"", FHD+ 1920x1200, WVA, sem touchscreen, antirreflexo, 300 nits"",""INTEGRATED_GRAPHIC_CARD_BRAND"":""Placa gráfica AMD Radeon™"",""INTEGRATED_GRAPHIC_CARD_MODEL"":""Placa gráfica AMD Radeon™"",""IS_GAMER"":""Não"",""MODEL"":""DC16-R7250-U20"",""OPTIMIZED_FOR_AI"":""Não"",""PROCESSOR_BRAND"":""AMD"",""PROCESSOR_LINE"":""Ryzen"",""PROCESSOR_MODEL"":""AMD"",""RAM_MEMORY_MODULE_TOTAL_CAPACITY"":""16 GB"",""RAM_MEMORY_TYPE"":""16gb"",""ALPHANUMERIC_MODEL"":""Dell 16 DC16255"",""COLOR"":""Preto Carbono"",""DISPLAY_SIZE"":""16 \"""",""LINE"":""Dell 16 DC16255"",""OS_NAME"":""Linux"",""OS_VERSION"":""Ubuntu Linux"",""SSD_DATA_STORAGE_CAPACITY"":""1 TB"",""TOTAL_DISK_CAPACITY"":""1 TB""}"
7898456947726,Armário,TRUE,1,MLB45932759,MLB-KITCHEN_CABINETS,active,Armário Aéreo Cozinha 120cm 2 Portas MDP Marrom Claro Decibal,,2026-09-15,,,MLB45932759,2025-02-06T17:28:40Z,,,Cozinha completa Decibal CO4201 CO4201 mdp,,2026-09-11T23:45:35Z,MLB45932758,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-17T09:25:29.287600239,FALSE,"Descrição:

O(a) Armário Aéreo Cozinha 120 Cm 2 Portas Co4201 Ipê - Decibal é produzido em MDP na escala de brilho Fosco, e possui um grau de dificuldade de montagem: Médio. Seu revestimento/acabamento é: Pintura UV.

Este móvel é indicado para que seja utilizado no(a) Cozinha, dando um toque especial no cômodo de sua casa. Para que você mantenha seu produto sempre em ótimo estado, recomendamos que use apenas um pano seco ou levemente umedecido, sem o uso de quaisquer produtos abrasivos.

Características:

- Material da Estrutura: MDP
- Como os Móveis Chegarão na Minha Casa: Desmontado em caixas, acompanhado de todas as peças, ferragens e manuais para montagem.
- Grau de Dificuldade da Montagem: Médio
- Sistema de Montagem: Parafusos, cavilhas e Minifix.
- Observação: Objetos decorativos que aparecem nas imagens, não acompanham o produto.
- Recomendação de Manutenção: Utilizar pano levemente umedecido, seguido de pano seco. Não utilizar quaisquer produtos abrasivos.
- Indicação de Uso: Cozinha
- Escala de Brilho: Fosco
- Revestimento /Acabamento: Pintura UV
- Tamanho Único Grande Pequeno: Único
- Quantidade de Portas: 2
- Material das Dobradiças: Metálica
- Material do Puxador: Alumínio
- Espessura da Estrutura: 15mm e 12mm
- Material da Porta: MDP
- Espessura da Porta: 15 mm
- Quantidade de Prateleiras: 1
- Peso Suportado nas Prateleiras: 2 Kg
- Linha ou Coleção: CO4201
- Tipo de Móveis de Cozinha: Armário
- Montagem Invertida?: Não Pode ser Montado Invertido
- Quantidade de Nichos: 1
- Material do Nicho: MDP
- Peso Suportado no Nicho (Kg): 2 Kg
- Necessita de Montagem: Sim
- Possui Vidro: Não
- Cozinha Suspensa: Sim
- Possui Rodízios?: Não
- Tipo de Porta: Portas de Bater e Portas Basculantes
- Acompanha: 1 Armário Aéreo Cozinha, Kit Ferragens e Manual de Montagem
- Possui Espelho?: Não
- Possui Vidro?: Não
- Possui Gavetas?: Não
- Possui Portas?: Sim
- Possui Prateleiras?: Sim
- Possui Puxadores?: Sim
- Possui Pés?: Não
- É frágil?: Não
- Possui Ripamento?: Não
- Acompanha Manual de Montagem: Sim
- Possui Nicho?: Sim

Dimensões:

- Altura: 54,00 cm
- Largura: 120,00 cm
- Profundidade: 28,00 cm
- Peso: 18,772 kg",plaintext,catalog_product,21,0,0,0,0,6,1,1,2,0,https://http2.mlstatic.com/D_NQ_NP_737196-MLA95591498651_102025-F.jpg,"[""MLB45932759""]",2026-09-15 17:34:45.508427,"{""BODY_MATERIALS"":""MDP"",""BRAND"":""Decibal"",""DOORS_MATERIALS"":""MDP"",""HANDLES_MATERIAL"":""Alumínio"",""KITCHEN_FURNITURE_TYPE"":""Cozinha completa"",""LINE"":""CO4201"",""MAIN_COLOR"":""Marrom"",""PANTRY_DEPTH"":""28 cm"",""PANTRY_HEIGHT"":""54 cm"",""PANTRY_WEIGHT"":""18.772 kg"",""PANTRY_WIDTH"":""120 cm"",""SHELVES_NUMBER"":""1"",""WITH_DOORS"":""Sim"",""WITH_SHELVES"":""Não"",""COLOR"":""Marrom-claro"",""DETAILED_MODEL"":""CO4201"",""DOORS_NUMBER"":""2"",""INCLUDES_ASSEMBLY_MANUAL"":""Sim"",""MODEL"":""CO4201"",""REQUIRES_ASSEMBLY"":""Sim"",""STYLE"":""Moderno""}"
7898753561755,Ar Condicionado,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7898945167352,Ar Condicionado,TRUE,1,MLB54239939,MLB-AIR_CONDITIONERS,active,Ar-condicionado Teto Inverter Carrier Xpower 60k Fr 1f Cor Branco,,2026-09-15,,,MLB54239939,2025-08-30T09:53:26Z,,,Carrier Carrier Xpower Connect 38CCVE60515MC | 42ZQVE60C5 38ccve60515mc | 42zqve60c5,,2026-04-29T23:27:32Z,MLB54239938,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-16T04:32:37.70916539,FALSE,"Ar-Condicionado Split Teto Inverter R-32 Carrier Xpower Connect

O Xpower Inverter conta com tecnologia de compressores de velocidade variável e fluido refrigerante ecológico R-32, que é atóxico, levemente inflamável e não agride a camada de ozônio, ideal para grandes estabelecimentos comerciais, proporcionando maior conforto térmico.

Conectividade Wi-FI nativa
Controle total de onde você estiver através do aplicativo Carrier, que permite ligar ou desligar seu ar-condicionado à distância, bem como alterar a temperatura ou configurações. Através dos assistentes Google Assistant ou Alexa você pode controlar seu ar-condicionado por comandos de voz simples e intuitivos: “Ligar ar-condicionado” “Diminuir a temperatura para 22°C”

Vantagens:
Medição de consumo: Através do aplicativo Carrier Air Conditioner.
Função Oscilar: permite melhor direcionamento do ar no ambiente.
4 velocidades de ventilação: baixa, média, alta e automático.
Controle remoto com display LCD: praticidade para operar todas as funções.
Tecnologia Inverter: menor consumo de energia e mais silencioso.
- Instalação não inclusa!

* Modelo Split TETO. Não deve ser instalado no piso.

A Carrier é uma das líderes mundiais na fabricação de equipamentos de aquecimento, ventilação, condicionamento de ar e sistemas de refrigeração para residências e estruturas maiores como comércios, hospitais, estádios e ginásios. Um trabalho que reflete diretamente na qualidade de produtos e serviços, reconhecidos internacionalmente pela eficiência, economia e sustentabilidade.",plaintext,catalog_product,35,0,0,0,0,6,1,2,6,0,https://http2.mlstatic.com/D_NQ_NP_948026-MLA95393202290_102025-F.jpg,"[""MLB54239939""]",2026-09-15 17:34:45.508427,"{""AIR_CONDITIONER_TYPE"":""Split teto"",""COLOR"":""Branco"",""CONTROL_PANEL_TYPES"":""Eletrônico"",""ENERGY_EFFICIENCY_ARGENTINA"":""A"",""ENERGY_EFFICIENCY_CHILE"":""A"",""ENERGY_EFFICIENCY_ECUADOR"":""A"",""ENERGY_EFFICIENCY_PERU"":""A"",""IS_COMPATIBLE_WITH_WI_FI_MODULE"":""Não"",""LINE"":""Carrier Xpower Connect"",""MODEL"":""38CCVE60515MC | 42ZQVE60C5"",""PACKAGING_BOXES_NUMBER"":""2"",""POWER_SUPPLY_TYPE"":""Corrente doméstica/Energia industrial"",""REFRIGERANT_GAS_TYPE"":""R-32"",""VOLTAGE"":""220V"",""WITH_DEHUMIDIFICATION_FUNCTION"":""Sim"",""WITH_INVERTER_TECHNOLOGY"":""Sim"",""WITH_SLEEP_FUNCTION"":""Sim"",""WITH_TIMER"":""Sim"",""WITH_WI_FI"":""Sim"",""AIR_CONDITIONING_TYPE"":""Frio"",""ALPHANUMERIC_MODEL"":""38CCVE60515MC | 42ZQVE60C5"",""BRAND"":""Carrier"",""COOLING_CAPACITY"":""60000 BTU"",""COOLING_POWER"":""17.6 kW"",""ENERGY_EFFICIENCY_BRASIL"":""A"",""ENERGY_EFFICIENCY_COLOMBIA"":""A"",""ENERGY_EFFICIENCY_URUGUAY"":""A"",""INCLUDES_REMOTE_CONTROL"":""Sim"",""INSTALLATION_PLACEMENTS"":""De parede"",""MAIN_COLOR"":""Branco"",""MANUFACTURER"":""Carrier"",""OUTDOOR_UNIT_VOLTAGE"":""220V"",""WITH_DIGITAL_DISPLAY"":""Sim"",""WITH_FAN_MODE"":""Sim"",""WITH_WASHABLE_FILTER"":""Sim""}"
7898945167925,Microondas,TRUE,1,MLB54151031,MLB-MICROWAVES,active,Micro-ondas 35l Prata Porta Espelhada Mastercook Midea,,2026-09-15,,,MLB54151031,2025-08-29T16:16:18Z,19e54963-34ae-4248-886f-279a70be819a,1.0,Micro-ondas Midea MasterCook MHP35S1 MHP35S1 35L,,2026-09-04T14:22:24Z,MLB54227869,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-15T16:24:55.439453968,FALSE,"O Micro-ondas 35L Prata Porta Espelhada MasterCook Midea 220v é a solução perfeita para quem busca eficiência e estilo na cozinha.

Com uma capacidade generosa de 35 litros, este aparelho é ideal para preparar desde pequenos pratos até refeições completas, atendendo às necessidades de toda a família.

Seu design elegante com acabamento em prata espelhada traz um toque moderno ao ambiente. O micro-ondas possui um prato giratório de 31,5 cm que permite um aquecimento uniforme dos alimentos, e conta com 10 níveis de potência que garantem flexibilidade no preparo.

Equipado com 7 programas de cocção, o aparelho facilita o cozimento e ainda disponibiliza 3 programas de descongelamento, além da função de descongelamento automático por peso. As opções de timer e a tela digital proporcionam uma experiência prática e intuitiva para o usuário.

Para quem se preocupa com a limpeza, o MasterCook conta com a função autolimpante e a opção tira odor, permitindo que o micro-ondas se mantenha sempre em ótimas condições. Além disso, a luz interna proporciona visibilidade durante o preparo, enquanto a função manter aquecido assegura que suas refeições estejam sempre prontas para servir.",plaintext,catalog_product,39,0,0,0,1,6,1,2,10,0,https://http2.mlstatic.com/D_NQ_NP_743002-MLA99385992776_112025-F.jpg,"[""MLB54151031"",""MLB54227870""]",2026-09-15 17:34:45.508427,"{""ACCESSORIES_INCLUDED"":""1 Guia Rápido e 1 Prato de Vidro|1 Microondas|1 manual de instruções"",""BRAND"":""Midea"",""COLOR"":""PRATA ESPELHADO"",""DEFROST_PROGRAMS_NUMBER"":""3"",""ELECTRIC_FREQUENCY"":""60"",""HEIGHT"":""32.5 cm"",""IS_INDUSTRIAL"":""Não"",""MANUFACTURER"":""Midea Carrier"",""MICROWAVE_MOUNTING_TYPES"":""De bancada"",""POWER"":""1.45 kW"",""POWER_LEVELS"":""10"",""POWER_SUPPLY_TYPE"":""Corrente doméstica"",""PROGRAMS_NUMBER"":""7"",""TURNTABLE_DIAMETER"":""31.5 cm"",""WEIGHT"":""15.4 kg"",""WITH_AUTO_WEIGHT_DEFROST"":""Sim"",""WITH_CHILD_SAFETY_LOCK"":""Não"",""WITH_CONVECTION"":""Não"",""WITH_EASY_CLEAN_FUNCTION"":""Sim"",""WITH_INTERIOR_LIGHT"":""Sim"",""WITH_INVERTER_TECHNOLOGY"":""Não"",""WITH_MIRRORED_DOOR"":""Sim"",""WITH_SELF_CLEANING_FUNCTION"":""Sim"",""WITH_TIMER"":""Sim"",""WITH_TIME_DEFROST"":""Sim"",""WITH_TURNTABLE"":""Sim"",""ALPHANUMERIC_MODEL"":""MHP35S1"",""DEPTH"":""41.6 cm"",""LINE"":""MasterCook"",""MODEL"":""MHP35S1"",""VOLTAGE"":""220V"",""VOLUME_CAPACITY"":""35 L"",""WIDTH"":""52 cm"",""WITH_DEODORIZING_FUNCTION"":""Sim"",""WITH_DIGITAL_DISPLAY"":""Sim"",""WITH_GRILL"":""Não"",""WITH_KEEP_WARM_FUNCTION"":""Sim"",""WITH_SILENT_FUNCTION"":""Sim"",""WITH_WI_FI"":""Não""}"
7899108821555,Cama Box,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7899940100412,Guarda-roupa,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
7898545840051,TV,TRUE,1,MLB36701305,MLB-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,active,Kit 3 Barras de LED ChipSCE Compatível C/ AOC LE32H1465 32 Polegadas,,2026-09-15,,,MLB36701305,2024-05-08T04:11:17Z,,,Tiras de LED de reposição para TV ChipSCE 32h1465,,2026-08-23T06:39:12Z,MLB36701304,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-16T11:59:49.337685483,FALSE,"Apresentamos o Kit de 3 Barras de LED ChipSCE, ideal para substituir as barras danificadas de sua TV de 32 polegadas. Compatível com os modelos LE32H1465, LE32M1475 e LE32H1465/25, este kit é a solução perfeita para restaurar a qualidade de imagem do seu aparelho. Cada barra possui 8 LEDs, garantindo uma iluminação uniforme e brilhante. Fabricadas em alumínio, as barras oferecem durabilidade e eficiência térmica, com um comprimento de 62 cm e tensão de 3V. Com a condição de item novo, você pode confiar na qualidade e desempenho deste produto. Não perca a oportunidade de revitalizar sua experiência de visualização com este kit de alta compatibilidade e desempenho.",plaintext,catalog_product,6,0,0,0,0,2,1,1,4,0,https://http2.mlstatic.com/D_NQ_NP_707758-MLA100092193333_122025-F.jpg,"[""MLB36701305""]",2026-09-15 17:34:45.508427,"{""BRAND"":""ChipSCE"",""LED_NUMBER"":""8"",""PART_NUMBER"":""32h1465"",""RECOMMENDED_TV_SIZE"":""32 \"""",""LENGTH"":""62 cm"",""UNITS_PER_PACK"":""3""}"
7898742841295,Air Fryer,TRUE,1,MLB44009436,MLB-AIR_FRYERS,active,Fritadeira 9l Cadence Classicook Forno E Fryer 2 Em 1 Cor Preto,,2026-09-15,,,MLB44009436,2024-11-28T03:09:19Z,,,Air fryer Cadence FRT700 FRT700-127 / FRT700-220,,2026-08-26T02:30:21Z,MLB44009325,,,COMPLETE,,,fixed,FALSE,catalog_required,2026-09-16T11:09:15.9920099,FALSE,"Fritadeira 9L Cadence Classicook Forno e Fryer 2 em 1

Um toque moderno para a refeição em família! Com design retrô exclusivo!

- Visor Transparente: Permite acompanhar o preparo e acertar o ponto exato de fritura
- 9L - Compacta por Fora, Gigante por Dentro: Faz vários pratos ao mesmo tempo, mais de um andar
- Acessórios Inclusos: Prateleira e grelha com alturas ajustáveis
- Design Retrô Minimalista: Mais beleza e personalidade para a cozinha
- 1500W temperatura ideal mesmo para grandes quantidades
- SGS",plaintext,catalog_product,14,0,0,0,0,2,1,2,7,0,https://http2.mlstatic.com/D_NQ_NP_625422-MLA99943258023_112025-F.jpg,"[""MLB44009328"",""MLB44009436""]",2026-09-15 17:34:45.508427,"{""BRAND"":""Cadence"",""COLOR"":""Preto"",""CONTROL_TYPES"":""Manípulos"",""LINE"":""FRT700"",""MODEL"":""FRT700-127 / FRT700-220"",""POWER"":""1.5 kW"",""VOLUME_CAPACITY"":""9 L"",""WITH_TEMPERATURE_CONTROL"":""Sim"",""BASKETS_NUMBER"":""2"",""MAIN_COLOR"":""Preto"",""VOLTAGE"":""127V"",""WEIGHT"":""4.3 kg"",""WITH_SEE_THROUGH_WINDOW"":""Sim"",""WITH_TOUCHSCREEN"":""Não""}"
7899108985745,Cama Box,FALSE,0,,,,,,2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-15 17:34:45.508427,
